Emotion,Text
joy,dying happiness 8 mocks await week
sadness,  Ive thought that too guy TMobile said processor piece
joy,Break Imagine steam sauna amp getting massage feels #LJB
fear,match China s firmness  confidently predicted  Hong Kong authorities follow past form  cease muttering shock horror Tiananmen  return bland assurances negotiations Peking post1997  Basic Law  Hong Kong going 
sadness,Well car total wrecked Miss already Pff
joy,want borrow coat  black coat look smashing 
neutral,like baseball basketball 
joy,training god knows long Guess straighten things 6 hours 
joy,shit pants Pure 100% gravy
sadness,lay extent gratitude  realised feeling despondency  disguise feelings added brightly   re hospital visit Stella  
surprise,De sneldicht Piet: Morgen van 16:0021:00 uur zit daar klaar en maakt al uw dichtwensen klaar
joy,saw family separation year
anger,  suspect lots things causing nice try
sadness,Wycombe beaten Bob Taylor s 82ndminute winner  disconsolate boss Martin ONeill said :  actually looking forward extratime sure win 
surprise,good day parents finally tattoo youve months
joy,Michael Knights face result horrible disfigurement getting shot head #themoreyouknow
sadness,  rachel follow :( ADORE  Little miss sunshine :quot)
joy,Oh wooowmine day b4 his   honeys birthday 5 days ♥
joy,Oh  Jack  Thats wonderful 
joy,Procrastination going death me hours im going dying stress laziness right now
joy,Oh holidays familyhow joyous hear father throw fits christmas lights wants
joy,  Hearing 4 1 yr old whispering giggling bed morning trying quitepure
sadness,  na let stop playin lol remember carried car summer lol Smh
sadness,Lunch amp left Lemon Juice
joy,Shall oclock 
fear,  un RT pas très surprenant de ta :) #sexaddict
fear,Doctor looked horrified 
sadness,feel like want watch Harry Met Sally amp eat Jimmy Johns Probably going watch movie eat food
disgust,  @ times people corrected based right information posted think TOI promoting Irfan Aus
joy,Starting tomorrow Christmas break = hell Basketball games amp midterms #not
anger,phone bipolar dnt wanna cooperate wit ryt nw  Need 2 send 4 repairs
anger,’ lie 
neutral,Bingo 
joy,mom got store realized left purse home:p :P
sadness,  missing Morning Dump
anger,love kiernan makes point telling spread word new study guide up
surprise,voelt zich een beetje Bert en Ernie op een knutselelpee
fear,greatest obstacle #happiness choose #misery know happiness #desire
neutral,whats problem 
neutral,Ill try 
sadness,father died suddenly heart attack
joy,gonna stuck head rest day
neutral,agree sense  ’ miserable  ’ 
fear,Fear failure reason try something ~ Smith #success
fear,eye appointment nearly years wonder blind am
neutral,Honey  typhoon coming 
joy,Memory sooo sweet singing Izzy relax
surprise,Im thinking wrapping Xmas paper mailing Florida year
anger,“  ole lady mad told love morning said quotThank uquot lol ”
fear,Ive got trend way way spread fear world needing inhaler
fear,Waiting girlfriend come apt mine late thought awful happened
surprise,going learn German time year tell Mark it Ill break randomly German conversation
anger,controlling emotionsbut MASTERING them UNDERSTANDING overcoming negative emotions especially #fear
joy,Got IDsmeans waiting extra minutes inside
sadness,hole belly heart     brinner be #brinner
sadness,terrible headache+15 hours left work+hungry=
disgust, run govn race max Financial losses Scams amp Uturn Decisions
joy,Walking Embarcadero night bay calming night #calm #peace
anger,quotWe watched movie [Spice Girls] soberquot
joy,bitches havin funn smiling theyll try n steal Bitch suck dick thats good 
joy,Well got total 3 hours sleep night
surprise,singing Chilli Peppers one Oh slow one #xfactor
fear,Considering heading town brave Christmas shopping
disgust,cant believe grown men think ok touch children kill touches girls
surprise,en dan uitgerekend degene hebben die niks wil hebben
disgust,hate burning passion #fml #gtfo
joy,Hi   thats courageous you hope find perfect fills soon
sadness,IVE LOST BAG CANDY better trashed it Golly Im starting think Im getting absentminded
fear,assumed sort civilized dismay barbarism monopoly cause 
joy,thrilled  pleasure diminished imagined Ken s pallid  bandaged head shadowed screen 
disgust,  sister hoein black kid andre
sadness, black mark society Greed regard others support sick movement
sadness,periods feel totally inconsolable 
sadness,fathers death January 1983 moved deeply gloom prevailed years recover it
neutral,heard prison 
fear,girls exchanged nervous glances  thinking Miss Hardbroom come reprimand bed 
joy,LORD fill people laughter amp day presence fullness JOY
joy,Create clean heart oh Restore #salvation Wash white snow whole #winter
sadness,Losing girlfriend end relationship lost important source support certainty joyful moments cried intensly happened
joy,5 hours homework killed brain work 5 hours
joy,found dollar pocket laundry Highlight week
joy,Lecture wrong love bite neck smoking
sadness,  unfortunately no long drive day :(
joy,1104 words written comp
surprise,Dan kom je je bed  ligt er een chocoletter #lekkerr
sadness,sudden end relationship girlfriend
sadness,bro hungry  mother let eat guess wants starve myself AGAIN
joy,Going regret sleeping late tomorrow morning
anger,Bank customers notoriously slow shift business  miffed 
sadness,depressing moment lost follower
fear,Relatives   concerned lack communication  unavailability nurses  
fear,Watch press conference amp guy squirmming asked terms/length contract
fear,driven friend suddenly swerved skidded little night long trip ended road
surprise,knew cherry hill east spirit #goingHAM #joke #JUNIORS
neutral,Yup 
joy,Wtf thought 4 RT   Time run hopefully boosts mood 7 page paper tonight
joy,good time HWPA Awards today  home safe sound actually feeling wrecked
joy,Looking 2 houses Hayward today moms favorite bright ass green house  hahaha
disgust,Fascinated Experience | Why | Hilarious | Behavior Was/Is Obnoxious amp Lent Parody |
joy,Break Imagine playing puppies Feel unbridled joy romp amp tumble #LJB
sadness,lost 4kg illness
sadness,John  mood 
fear,children Israel remained desert 40 years trust God future
anger,enraged person gets angrier “I completely understand”
joy,joyful day count blessings
joy,express victorious lively outward heart inner man rejoice deeply—beyond norm—about #victory Jesus
surprise,“   hohoho   merry Christmas wait till Xmas day Cant wait #notreally #amazin
joy,totally happy going Yeo Davis  government 
sadness,    eat ): search search Peanuts good :D hot person #hotpeoplearegood(
joy,oh gosh feel hunger headache coming  
anger,Throwing away opertunaties cant afford throw away fault
anger,time precious waste
sadness,mother stuck apoplectic fit paralyzed suffered aphasia
anger,  hahah oh know joy twins ( hahah think worried kyle attacking dylan
sadness,quot      lol love extended walMart trips lt3quot :( ltlt/3 Ive replaced
joy,Que rabia en vísperas de la gran fiesta pongo mala la digo mi madre que estoy mejor pero no funciona no voy :(
surprise,    ahh damnit  thing told :( excited though
surprise,BUT Cali 23rd Aaaand *might* dropin visit AR there )
joy,Christmas music radio #winning
surprise,Wachten op pap en dan richting laura
fear,broke window pane door neighbours house
surprise,woke up aunt uncle Kentucky house
surprise,amp no2 son morning batman mask built train track amp shop Yogi Bear DVD later
surprise,  Im sure expand Ur family time Look me kno kids
joy,joyous commute Brighton Birmingham tomorrow train
shame, sense  course  including biblical   added penetrating whisper clearly audible embarrassed family 
joy,  mother tells jesus yourself live life order recieve #JOY try
sadness,3/4 length pajama bottoms length #upset #shortpeople #coolkid
fear,gain confidence experience stop look face~ E Roosevelt
joy,dancingtavern atmosphere waiting end world Suddenly people began dancing wildly inspired band unbelievable experience : wonderful Finns flare forget think \what thinking me\ delightful dance ones heart content
fear,Happy birthday swaggadonhugz Birthday beats post #totheface #youradeadmanwalking #qualityfilm
joy,Went movie date walked beach (in Alameda) spent time apt
joy,quot  quotI went bed dreaming woke singingquot #psalm90:14 #mandisaquot//   found MANDISA LOVER
fear,Repton boy s horror Churchill s antiBolshevist campaign turned adult ferocious criticism 
anger,  texts dirty things (not unusual) says nevermind
sadness,gradmother died
fear,time walk steps outside Union Im terrified Im going fall amp chip tooth
fear, Money motivation  keeps m petrified losing 
anger,mad d found freezer 
fear,first (batman begins)then #limits (dark knight)im thinking like fucking#redemption (dark knight rises)
joy,noticed amusement tapestries hanging illustrated seven deadly sins 
sadness,dog died
fear,u lose #hurt others u lose fear yourself~David Julio Wang #survivors #stopabuse #ptsd
joy,got letter best friend heard long time (a good letter)
joy,Lord Mayor  m delighted opportunity debate Government s health reforms 
sadness,rushed hospital  devastated daughter Suzanne went ahead service  knowing live die 
joy,time intense workout till 5:40   #kms
sadness,went home holidays found niece nephew passed away sad children sick death suddenly died
surprise,man stunned 
sadness,listen song like listened friends
surprise,      bwahaha Alam ko na sagot dun pards E ikaw Ayaw share sa akin plans m0 Haha :))
joy,spent lovely relaxing evening boyfriend played games talked evening
anger,aware court 
anger,want justice 
surprise,Giants huge gain brother screaming brother comes upstairs giants fumble brother goes downstairs
surprise,going long amp needed journey Jersey hoorah
joy,re pleased 
surprise,making chicken alfredo dinner parentals
fear,People think ive change cause feelings grown
joy,care best parents 
joy,agree extra film again day wasted evening school work look forward
surprise,CELEBRATE LAUNCH SNEAKY SLEEVE 250 COPIES SURPRISEWE REVEAL SOON #EXCITING
sadness,determined lose Chapstick bought failed
joy,Meeting new client Lakeside Thurrock afternoon busy it
sadness,griefstricken Mr Ellis said yesterday :  s nightmare 
anger,parents let holidays friends
joy,McMinnville basketball tournament break
joy,Im thinking Whos real hero  Arya Daenerys Jon perhaps Cant wait start reading Dance Dragons
fear,looks backwards looks #Faith looks forward~ Elynnharris
surprise,says better morning    Good hear ur voice buddy 
joy,Lexie s parents pleased efforts prevent children dying effects steroid treatment 
sadness,fuck going world week #love
fear,live outside Graz  bus day went home bus stop alone dark forest dark figure me frightened
joy,great time happy Anniversary sister
surprise,aunt cousins showed house early  :D love  im excitedd ^^
surprise,course boarder security guard speaks German
sadness,’ sorry 
sadness,          twitter person year end
fear,room  frightened man bared mass scabs bruises 
sadness,    shame realise system drains you #auspol #OMEL
joy,  Im dead serious copy let know mail me mail back #prehandcramppromises
anger,m mad  ve ambition 
sadness,Im afraid rent months 
joy,Après avoir fini un sac complet de Ricola la semaine passée en 2 jours la toux reprend  jvais macheter un autre sac #NOT
fear,Phew     Wait minute  CRASH     Spyware  Trojans     
sadness,friends characters different inevitably split extremes sad know do try hurt \parties\ conflicts belong
anger,annoyed particular day seemad odds favour grandfather added fuel fire important appointment unleashed anger him
sadness,  righther lips looked bout crusty pie edge
neutral,Like 
joy,Come let sing joy LORD let shout aloud Rock salvation Psalm 95:1 #INSPIREyourSPHERE
sadness,father died year 8week severe illness
neutral, depends transmission satellite signals 
fear,bringing shopping nearly stood snake
anger,ignored affronted expression crossed Isabel s face sardonic rejoinder  continued 
joy,Aunt Stay Drinking Wine
anger,mad ve  Lyn 
surprise,dude problem like walk into :D
fear,got lost Florence coach turn midnight place strange reports police station
fear,Lol skipped lap running mile gym today
sadness,Camping   room giant pile laundry bed time things #exhaustion
anger,#ENVY #SORROW #JEALOUSY ✨ #REGRET reason life #STOPtheVIOLENCE die trying 
joy,Waiting sun come amp shine day depleted
joy,Test presentation tomorrow
sadness,  worst Mrs Mcintyre clean room go
surprise,Maak ik wel een nieuwe Een stomme
fear,tramping narrow path confronted woman snarling dogs demanding property  flooded river 
fear,day Im going sit pee somethings going bite ass worse twat #anaconda #fuckthatshit
surprise,new thing does learned best sweetheart
joy,Today awful bad actually enjoyed work anything
fear,tutorial group soon divided got list names freshmen group read names group went way seminar room wondered cope new situation succeed group leader
fear,  ridiculous People rarely search domain domain combinations/word variations astronomical
joy,black friday shopping target sleep hour northlake black friday shopping
fear,studied medicine semesters time developed great fear examinations afraid examination anatomy students examined dissecting able hear waiting fear turn
joy,Jelly belly tomorrow well meet
sadness, pounds  passport bag  ’ ’ worry 
sadness,sister scholarship Norway particularly walked tarmac plane looked us
sadness,told friends car broke walk home 
surprise,mom sneaky quot getting new iphonequot fbook played mama played
shame,came day  slightly embarrassed 
joy,Candy making family grammas  hands best Christmas
anger,Tzann clucked tongue mild exasperation 
joy,niece born
fear,  avocado sandwich Curious 2 try wanna waste sandwich lol
sadness,sounds predictable usual absolutely heartrending time lover (I 15) rang day announced found woman saw hurt positive \TRUE LOVE\ 
fear,Grade 7 came home school day told mother skin cancer hospital straight away
joy,worst RT   oh amp thought payday todayits friday
joy,great preach morning  thanks   #forever #withjesus
surprise,Bout visit girl
fear,  agree them control life changed all fact Ive 3 pay rises year :)
joy,army pleased little episode 
sadness,godsister   called weird said emotion experience RARELY
joy,Double barrel whisky sirloin :o xx
neutral,
joy,Esperando  Venga joderrrrrrr  tic tac tic tac tic taccc 
sadness,Dropped laptop screen went blank on Good news: computer screen fine Bad news: lost 500 words essay
joy,Sounds interesting  gone boating time  time 
fear,accident hurt eye afraid injured badly
surprise,  running joke household (: quot quot
sadness,Tired + ill + BoredWhhhyyyyyy
joy,  making cooked breakfast
joy,Double french thing
surprise,Thats fucked up kill RT   killed spider sisters bed
joy,wanna school thirty days til Christmas break
joy,      finally done with HUCK FINN essay=done :) ATPH
joy,Pleasure gourmet s appreciation delicacies  happy person readily settle simpler diet 
joy,Cheers Dec 1st finally real butter fridge eat skin chicken amp battles cheap Ikea furniture
surprise,Survived dinner landlady Actually turned political discussion 
anger,tried explain plumber face face toilet broken believe (it mended times)
sadness,Dear BlackBerry App World single time open you FREEZE BLACKBERRY #ouff #wonder
joy,Thanks scribblings creative brain started working
surprise,work today #lazyday
fear,mountain tour girlfriend passed inn Near house big dog began follow us girlfriend afraid dogs draw attention me jumped shoulders wanted play like that
joy,Thats good  live near 
fear,itemised phone bill Bedworth s horrified mother ran 34 pages listed calls  jury heard 
anger,worth definitely worth sum #effort#FACT
joy,allow steal JOY God given you Wife Husband CoWorker friends family (Psalm 16:11) precious
fear,agitated dispersal pigeons  turn head lights  bark heatedly road workers 
sadness,
fear,Accountants inevitably greeted court s finding disquiet 
anger,Thank making clear Im understand truly family
joy,Mention press s glee humiliation investigators summer s highprofile surveillance project Operation Blackbird  fooled obvious hoax  brings Tarr s nascent conspiracy theory 
joy,Oh  great  hope spend Spring Festival Beijing 
joy,Delighted Jim  apprehensive Jasper  Alice lay long time awake silent room 
sadness,Kirkwood  particularly dejected figure Monday s decisive 10 defeat Canada  injected pride Irish ranks dying seconds flicked home winner 
joy,Glitterati Zara leopard shirt tonight lara bohinc boots + cheap monday jeans     itt tomo  
joy,Work work work
sadness,need shave ao sure yeast infection
joy,found going spend 24th December till 2nd January Faqra
surprise,  wake yaaaaa bum Im picking 45 minssss:)
fear,gain confidence experience stop look face~ E Roosevelt
joy,fell love present girlfriend
joy,rock grace placeMay Lords countenance (His Joyous light) shine u amp u Psa 89:15KJV
anger,invited friends together girls kept talking boys chatting etc bacame sick it
joy,hard time night rest life
joy,rose excitement   concentrated task hand 
anger,  hahaha pissed today pissed yesterday
sadness,dam man mad losing duty skills bro
anger,friend gone way bother acknowledge efforts treated badly thereafter
joy,time ago present wedding party close friends mine
fear,fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear fear
anger,felt angry pair trousers stolen able find thief knew story
joy,paying attn 2 timeline past amp missing   tweets fav pic again
joy,Snow Snow Snow Snow (The realization Im going walk campus it)
joy,  im coming tomorrow afternooooon study night away
anger,month ago Regional Council refused pay wife maternity benefit bureaucratic reasons
neutral,Nigerian 
anger,Hate lack friends   tonight litle crazy #issues
sadness,women wait anxiously boat returns crew lost  causing inconsolable grief young wife 
fear,lived repulsive area city Rotterdam annoyed heard lot Burglary assaults Especially evening night frequently felt anxious
joy,day working Larry Moss stories passion art acting inspirational
joy,Giving dog bath
anger,allowed Im sad mad makes hurt :s + #revenge = #*
anger,saw enraged started seer axe 
joy,Today great news
surprise,    im telling you need randomly someones house like we decided come
fear,walking person \gang\ separted pushed house hit stomach face left  leaving bleeding
neutral,stay away  keeping 
anger,talking sister ventilates prejudices father adheres
surprise,Cottonwood liquor store states profitable store
sadness,3 days Bed amp z current situation bring #Tears #Heartaches #NightmaresI hope wont commit Suicide
neutral,’ awfully sorry hear  ’ turn right away 
joy,battles r surely handled properly amp  feels good
anger,Fucking hate waiting linee :@
joy,feel like trip Florida gloomy day New York  enjoy sunshine lying beaches Florida 
joy,feel wonderful today happiness amp know exactly whos providing it #ThankYouJesus
shame,insist learning business feel embarrassed caught reading  comic book  
neutral,ring night  said 
joy,Winning tight tennis match set play team 3 games set 62 match game
sadness,El Clasico loaming everybodies head im Real Madrid onesince team got knocked UEFA
joy,barbars match twickers today Means lab 6am shit sorted
joy,beach right uncle amp aunt bestfriend like usual nope Im stuck fucking Ohio
joy,  Olé Olé em feet Rock week periphery someday center (centers) #newness Olé
joy,Bagel latte mocha lisas morning person reason
surprise,  ay mate dont forgot maths holiday homework ) ide
joy,SUCK mathlab Im forever you teach btw
sadness,Nika called Jerome suddenly realised like best world #JesseProblems
surprise,todaay exaactly week til finally whaat Ive alwaays wanted  :3
fear,living rooms lonely quiet neigbourhood night silent frightened me fact house frightened me
fear,Good nights fun Captain As lads brownie 4x4s morning
fear,☁☾ FEAR Night Long but F H Makes Fine Pillow ~unk #Creativator
surprise,Surprise party friend cupcakes sang happy birthday middle food court hehe ( 
sadness,Saw father beating small child
anger,cant believe memory chose Today remind you #hate
sadness,Je suis bien amusé à troller   alias le mec qui bloque quand tes pas daccord avec lui
sadness,  think u miss   oppai miss navigator   oppacoz today living twitt
fear,says Childine survive proved lifeline thousands frightened  lonely distressed children 
fear,day fierce looking man came house said father apologize him home
fear,Floyd Patterson expressed dismay current treatment 
joy,  HILARIOUS Love LAUGHING House God
sadness,little spoon (  visit today:(
joy,  2 year old little boy watching Shea Body Butter legs amp himself smells fab
anger,Stoke PSG cost £71 tonight
fear,idea life look like year now #excitement #revelation #trust #fb
anger,cant  cant charge mistake 
surprise,wrong choice again
joy,Christmas lights strung sight
fear,asked join friend boat Lake Malawi making turn boat sink side
sadness,Truth talks feel different after
joy,saw person seen long time
fear,Relatives   concerned lack communication  unavailability nurses  
joy,sick amp work tomorrow
sadness,heart mind you Virginia Tech Stay safe everyone
joy,weeks
fear,afraid tomorrow seen yesterday love today #less
neutral,
joy,u ur good u r demonstrating quality strengthens amp makes vibrant  
anger,Everytime says lucky wanna punch em face start counting 1 10 blessed
shame,moment Rob looked embarrassed 
joy,went beach friends barbecue 
sadness, Tommy disappeared Maudie heartbroken  began wonder 
surprise,Zo af nu op naar   om te kijken ze nog een mooie #mtb voor hebben :)
joy,Nothanks  Im 
surprise,  Love Pack Ur bags Baby 
disgust,  exactly good thing found sick fuck believe girls BROTHER
sadness,family stilll doesnt tree tweet day untill do @ haisley house
sadness,going 
sadness,  Thanks think puck eye means probably stay clear Garden
surprise,Inns need hot drink morning
joy,normally push heart rate pulse racing alcohol  dancing general party excitement increase noticeable normal 
anger,morning standing busstop bus passed stopping 810 passengers inside felt angry rude behaviour bus driver conductor
fear,  know cancer diagnosis lightly #uncertainty #anxiety #bcsm
fear,re frightened death 
fear,notice tore town Reseda   Reseda riot   amp win tomorrow
anger,Hi  Gary  happened  waiting theater  ’ meet 
surprise,Vannacht eindelijk weer eens goed geslapen :) Vandaag nog werken en dan weekend vol #pepernoten #taaitaai #gezelligheid
anger,Wow   thought getting assistant 
sadness,  thank vote confidence look like loss future
joy,Joy descends gently like evening dew patter like hailstorm Jean Paul
fear,parents eldest home midnight male stranger phoned spoke rough language hung heard walking outside door
neutral,
joy,4 days entire month happiness
joy,woke  time work #joy  IM FEELING JOYOUS #not
joy,day rink
joy,Eating beef noodle
joy,Galskap med matteforelesning på en lørdag Stappfullt en halvtime før start
anger,Residential workers faced youngsters anxious resentful family events  mistrustful try help 
neutral,Yes  
joy,Wonderful morning happy Friday amp
fear,strongest ancient driving emotion known man relate belief human Fear
joy,slowly dying attempt read huck Finn
joy,Community Christmas better real thing
sadness,elder sister love leaving West Indies years staying behind
anger,Frau Nordern bit lip vexation 
fear,Afraid getting friends anybody
sadness,*gets knees amp prays u blessed* RT   Ive awaken penis mouth
joy,gonna lie love music Twilight movies
sadness, ’ odd  ’ sorry ’ bothered 
joy,comes #faith #God depression comes faith failure
anger,grandmas playing chirstmas music makes want punch things
joy,years second semester results came  ecstatic
anger,Hoskyns  year live  angry university 
fear,scared me Listen milli drake
fear,Man Gotta It Im Running Outta Time Moms aint getting younger gotta sure live good life 2
surprise,Ingrediënten: een cadeautje zilverkleurig karton 2 pakken bamimix marker (zwart) restjes papier en een beetje geduld
sadness,behaviour Reverend Prentice added anguish 
neutral,Grannie tries stay fit healthyShe making kids eat proper foods 
sadness,money support family  little time left share 
joy,Nice cup tea tea quickest thing bored #sex #ijustcame #:)
sadness,glanced  saw Auguste s anguished eyes  thought understood 
anger,parents distroyed relationship
neutral,Oh  
sadness,es tan pene la pero EXTRAÑO LA MÍA
fear,God Need hide unsafe creep
sadness,record right wrong late fee end promotional rate
anger,angry person behaved terribly ball offending relatives
joy,Slept class  bio day
fear,watching Gshore series1 day wanted loadsa tan on hit club pull lads life
surprise,  remember time robins picture #karmasabitch
fear,feel women feel agree anal Going level #hopkinsproblems
joy, Cool  Steve  tell re ecstatic 
fear,slight irrational disappearing going fugue state somewhere #GCcal #Twitter #Foursquare help w/that
sadness,awakened gives rise fear God  sorrow sin  hope forgiveness love God ( Leah s children ) 
joy,LIVE JESUS ampHave TRUE amp #TRUE PEACE   quotThere LIFE  soon PAST whats Christ  quot
surprise,laundry course roommates laundry washer dryer #surprise
disgust,DAD burps loud restaurant  
fear,  toss 2004 aside 1999 turn Smith new Millennium
sadness,(Contd 4m prev tweet) hv nthng agnst fact fan bt tat justify ppl ignoring
joy,like tall mom uses hang stuff reach things 
joy,tooth crumbled earlier wk Im finally @ dentist extracted #sarcasm #fear
disgust,articles public record purchaser runs risk disgruntled shareholder seeking sale set aside consent obtained 
fear,Ant hope im RT  brow thinks thay match ant shizzzz#xAquotThe Legend meets 
fear,consumed usually consume year hour lamb
sadness,came know feelings reciprocated
fear,fear losing mercy fear losing protection shade harm
shame,embarrassment riches  small investor blush choice 
anger,environment amp claim bring submission amp territorial behaviour
anger,Tripped busy street
neutral,oh   great news  look like 
neutral,
sadness,OK  forget Im  know feel  loss  
anger,Stephanie  school  left dorm morning  hour half ago  happens time  long
sadness,cant belive Chuck going end nerd spy colonel theyve change life #Chuck miss :(
anger,music affects ur attitude wonder ppl r violent da music listenin 2 embodies #confusion #hurt #hate
surprise,Ugh kinda looking forward house roommate came home scared shit
fear,sickest feeling stomach vulnerable
surprise,driver watched astonishment car whacked vehicle 
joy,Connor s voice gleeful 
anger,stole dark blue tennis
fear,struggled #anxiety years prevented learning drive Finally got license year #honesty
sadness, course  devastated  knew wrong  nt blame  
sadness,cold weather perfect cuddling sweethearttoo bad snuggle :(
sadness,Whats terrible  fools weve 
joy,today Half world lifted shoulder half Bio 1010 Monday #collegekidproblems
anger,addiction  checking emails text messages called addiction  way 
anger,alowed school camp class Id 11 years (I stayed illness)
fear,Modigliani plagued anxious difficulty finding models  found waited state tension fear let 
joy,help lot  Im grateful 
fear,haunted houseAre frightened 
sadness,means lot 
neutral,Hey Lydia  reading 
joy,chuckled  delighted amazed 
anger,research months ago asked Institute sponsor computer course held TISS However administrative officer money
sadness,turn  sir  Im sorry wait 
joy,things bring greatest alignment #purpose #TSP2
sadness,  Unjust wanted Brian liiiiiiiive Also spoiled know chocolate cop dies
disgust,Feeling Guts Butterflies 
sadness,condition accumulated mind funeral news brought awareness close relative passed away
fear,Oh god new Xbox interface away #iwillbefineinafewminutestobehonest
anger,inside boots wet Im uncomfortable #hate
sadness,8 years later wwwnextmoviecom/blog/thedarkknightrises8yeardelay/ officially one #excitement #tights
anger,maybe true  ’ want lose job  Ces ask bailout ’ making millions dollars   nerve fly Washington private jets  costs hundreds thousands dollars  ’ asking money  right 
fear,“  afraid tomorrow seen yesterday love today #less”
neutral,Olympus 
sadness,phoned friends able arrange meeting them change plans
sadness,operation  feel sick depressed  effect trauma operation anaesthetic 
joy,cant buy #enjoy life #free #recieve #WORD2GOD #Sunday #Gospel aka #Delianovision #IASO
sadness,Ugh rain ruined toms nooooooo
anger,stopped police traffic offence think committed
neutral,Ho  
anger,approx 3 weeks ago sent UCAS assume gets sent week turns returned me typical crofts
joy,best parts day commute work Reflect joys smile giggle belly chuckle runs deep PBWY
neutral,Yes  ’ think pitied accused 
surprise,en ja je raad het al nu ben ik klaar met de nietmachine en heb ik de lijm en de plakband weer nodig
anger,’ mention  ’ getting 
fear,single seats available 4 Boston game r Bruins bench Cmon fans $$$ mouths r
joy,minute functional homework
sadness,Man created things threaten survival amp steal joy amp peace
joy,sea water treatments supposed good 
fear,“  afraid tomorrow seen yesterday love today #less”
joy,wish home right endless cup tea amp good book Kindle app Bed
anger,Pleaser squeal 7:55 morning #shutup please
surprise,Morgen ook begin met maken voor vrijdag  mamas nemen elkaar de maling :) #zinin  en motie afschrijven #raad071 Laterzzz
sadness,end day Americans know Herman Cain press conference climate change one #pizza
fear,  feel great slept 2230 alarm went off 
sadness,fell asleep goodnight  sleep
sadness,relaxes sorrowful smile  like remember loved died long time ago 
joy,guess ill try sleep again im waking 3 hours
surprise,  yeah coming best
anger,boyfriend told high demands him opinion wrong
joy,bust beautiful rose clothing Gaudete Sunday
sadness,social educational change Latin America class :(
neutral,
joy,School website means access homework complete it means watch Breaking Bad
joy,Frosteas Argo favorite winter #argotea
surprise,  Ron Paul candidate flipped floppedeverIf IANH play
disgust,understand people turn simple things huge ordeals end pissed of
joy,finished EXHAUSTING assignment yet intensive lit review 10 primary sources PFPS rehab feel like passing out
surprise,Quote Moyes “I don’t know money need wait look January
joy,Biz Rules Wire Frames done hours cross checking EVERYTHING
fear,allow control actions overcome fear exactly thing afraid of
joy,face lit delighted smile gazed abandoned plate halfeaten sandwiches nearby table 
anger,’ unfair 
neutral,Today people advocate lifelong learning  people different views lifelong learning  understand lifelong learning 
joy,Thats moment meet old friends ages
joy,Tried productivity thing lastedall minutes
sadness,Finding good looking
anger,LAUSANNE  Switzerland  IOC miffed baseball opened sport professionals Olympics 
surprise,Dost ho tho tere jaisa RT   peek jaana teredad k passRT   Great Ideas surprize
joy,received best actor award intercollege drama competition gave tremendous joy satisfaction lasted days
joy,Megabus absolute joy love theyre 30 mins late amp freezing tell direct London stop Sheffield
joy,fat ass painful bruise hand
joy,Lovely person look enemy perfect #peace know God handle it
joy,got home time read 30 pages math hw project #nosleep
disgust,Lol   newness life smh RT     LB im chillen chillenhow neo life treatin u bruh
joy,eighth day God created coffeeand ran today
joy,  niece running me arms hug amp smiling meet lunch Wednesday brings
fear,nuts bolts easy: nuts need bolt #god #hp #ga #slaa #alanon
sadness,forgive  word  Ill spend time weekend  promise 
anger,PHYSICALLY capable correctly perceiving #emotion
sadness,    True open wheel series race Las Vegas oval anytime
surprise,Deleted Talk U Nomore
surprise,God god god ik ben dit jaar echt inspiratieloos
joy,6 days left tell brings chance win TBS goodies x
joy,Im staying night gotta work midnight tomorrow
joy,Oh god sheer relief feel endure pt session quotJquot worth losing cash
fear,: courage lose sight shore know terror forever lost sea
fear,“  afraid tomorrow seen yesterday love today #less”
joy,smile dance laugh: life service
anger,m getting vexed 
sadness,Good God  ampnd oomf cant hold conversation shit anymore lols
joy,Cant wait CHRISTMAS party hastagquestionmark  
fear,quot  afraid tomorrow seen yesterday love today #lessquot
fear,  Yeah true hate vomiting definitely sticking 4 6 today LOL
joy,want new job Christmas World
surprise,  truth also got surprise alcohol you
sadness,imagine anguish people going 
fear,hate baby mom thats baby girl
sadness,said different ideas life 
fear,J Rice song play list repeat repeat singing feeling #broken #forget #letgo #thankyou
sadness, Cook dinners  Hah  cooking  dear  cook 
sadness,grandmother died mother called sunday morning Autumn way mother told it hated moment sounded waiting death grandmother lost person close me felt guilty bad grandmother late remained calm longer understood well
joy,wanted thanks putting map fast  appreciate 
surprise,friends room Open doors entertainment center theres sex toy
sadness,anguished groan escaped  certain knowledge Cara goodbye interview breathed word truth 
sadness,  ignore though started it Im anymore big deal it
anger,people mad reasonable explanation boils blood sets in
surprise,throwing loop drinking night person world drinking
surprise,software developers middle center start hate jobs
surprise,decided end English presentation Ahnold clip quotTotal Recallquot lol
fear,walk valley shadow death evil me
surprise,dream garage opened walked room #bestdreamever
sadness,huhuhu wanna watch united cube concert
sadness,girl cousin 
sadness,Coventry turned looked  long dark sorrowful stare 
joy,day non stop fun me Jam packed cleaning washing
fear,failing wasnt biggest school tomorrow smh
surprise,knew HARVARD college Basketball Ranked 25 big
joy,hockey game tonight
sadness,  haha belum pun Aish jealous pula kau  Hahaha  U like clothes  )
sadness,compare global warming 
anger,said cross calling Mr Vass  
surprise,  want bad mom know new pet #shellneverknow
